busstop,route_no
yelachenahalli,214E
yelachenahalli,214G
yelachenahalli,214H
yelachenahalli,214J
yelachenahalli,214L
yelachenahalli,215A
yelachenahalli,215B
yelachenahalli,215BA
yelachenahalli,215K
yelachenahalli,215T
yelachenahalli,215X
yelachenahalli,215Z
yelachenahalli,216B
yelachenahalli,217B
yelachenahalli,219A
yelachenahalli,224E
yelachenahalli,214A
yelachenahalli,215U
yelachenahalli,217
yelachenahalli,217C
yelahanaka nes office,285JA
yelahanaka nes office,404C
yelahanaka nes office,365M
yelahanaka nes office,401R
yelahanaka nes office,401RB
yelahanaka nes office,285G
yelahanaka nes office,401AC
yelahanaka nes office,285JE
yelahanaka nes office,356J
yelahanaka nes office,285F
yelahanaka nes office,401N
yelahanaka nes office,500AA
yelahanaka nes office,285E
yelahanaka nes office,406
yelahanaka nes office,284A
yelahanaka nes office,284D
yelahanaka nes office,285M
yelahanaka nes office,285MF
yelahanaka nes office,402B
yelahanaka nes office,402C
yelahanaka nes office,402D
yelahanaka nes office,402N
yelahanaka nes office,401K
yelahanaka nes office,285
yelahanaka nes office,402
yelahanaka nes office,285A
yelahanaka nes office,285B
yelahanaka nes office,285C
yelahanaka nes office,285CA
yelahanaka nes office,285CB
yelahanaka nes office,285CC
yelahanaka nes office,285D
yelahanaka nes office,285H
yelahanaka nes office,285J
yelahanaka nes office,285K
yelahanaka nes office,285L
yelahanaka nes office,285MK
yelahanaka nes office,285N
yelahanaka nes office,285P
yelahanaka nes office,285R
yelahanaka nes office,285RA
yelahanaka nes office,285RB
yelahanaka nes office,285w
yelahanaka nes office,285X
yelahanaka nes office,285Y
yelahanaka nes office,285Z
yelahanaka nes office,402A
yelahanaka nes office,401T
yelahanaka nes office,401KA
yelahanaka nes office,284B
yelahanaka nes office,285V
yelahanaka nes office,296K
yelahanaka nes office,404E
yelahanaka nes office,401RA
yelahanaka nes office,401AE
yelahanaka nes office,285JB
yelahanaka nes office,401AB
yelahanaka nes office,401
yelahanaka nes office,407
yelahanaka nes office,401A
yelahanaka nes office,401AG
yelahanaka nes office,401B
yelahanaka nes office,401BA
yelahanaka nes office,401BC
yelahanaka nes office,401E
yelahanaka nes office,401Q
yelahanaka nes office,407C
yelahanaka nes office,404
yelahanaka nes office,500DA
yelahanaka nes office,402M
yelahanaka nes office,404J
yelahanaka nes office,G-9
yelahanaka nes office,401J
yelahanaka nes office,401JA
yelahanaka nes office,401JC
yelahanaka nes office,407D
yelahanaka nes office,401Y
yelahanka,298MC
yelahanka,289M
yelahanka,298MA
yelahanka,298M
yelahanka,298ME
yelahanka,289R
yelahanka,298C
yelahanka,298MK
yelahanka,289L
yelahanka,281
yelahanka,296K
yelahanka,401AE
yelahanka,298Y
yelahanka  yelahanka beside s.b.bakery and sweets,401AC
yelahanka ( opposite of h.d.f.c.bank)  yelahanka,407F
yelahanka bakery,365M
yelahanka bakery,356J
yelahanka bakery,402B
yelahanka bakery,402D
yelahanka bakery,402
yelahanka bakery,G-9
yelahanka kodigehalli gate,285MA
yelahanka kodigehalli gate,285M
yelahanka kodigehalli gate,286G
yelahanka kodigehalli gate,288D
yelahanka kodigehalli gate,288H
yelahanka kodigehalli gate,288M
yelahanka kodigehalli gate,288
yelahanka kodigehalli gate,285L
yelahanka kodigehalli gate,285MG
yelahanka kodigehalli gate,285MK
yelahanka kodigehalli gate,285RB
yelahanka kodigehalli gate,285w
yelahanka kodigehalli gate,285X
yelahanka kodigehalli gate,285Z
yelahanka kodigehalli gate,286A
yelahanka kodigehalli gate,288C
yelahanka kodigehalli gate,407D
yelahanka kodigehalli gate beside naveen wed nature ltd,285JA
yelahanka kodigehalli gate beside naveen wed nature ltd,298MC
yelahanka kodigehalli gate beside naveen wed nature ltd,283
yelahanka kodigehalli gate beside naveen wed nature ltd,298MA
yelahanka kodigehalli gate beside naveen wed nature ltd,285G
yelahanka kodigehalli gate beside naveen wed nature ltd,298M
yelahanka kodigehalli gate beside naveen wed nature ltd,298ME
yelahanka kodigehalli gate beside naveen wed nature ltd,285JE
yelahanka kodigehalli gate beside naveen wed nature ltd,285F
yelahanka kodigehalli gate beside naveen wed nature ltd,285E
yelahanka kodigehalli gate beside naveen wed nature ltd,298C
yelahanka kodigehalli gate beside naveen wed nature ltd,298MK
yelahanka kodigehalli gate beside naveen wed nature ltd,283D
yelahanka kodigehalli gate beside naveen wed nature ltd,283B
yelahanka kodigehalli gate beside naveen wed nature ltd,283A
yelahanka kodigehalli gate beside naveen wed nature ltd,283E
yelahanka kodigehalli gate beside naveen wed nature ltd,500DA
yelahanka kodigehalli gate beside naveen wed nature ltd,404J
yelahanka kodigehalli gate beside naveen wed nature ltd,298Y
yelahanka nes,285MA
yelahanka nes,285MG
yelahanka nes,407B
yelahanka nes,401BR
yelahanka old town yelahanka opposite of thirumala wine shop,283
yelahanka old town yelahanka opposite of thirumala wine shop,283D
yelahanka old town yelahanka opposite of thirumala wine shop,283B
yelahanka old town yelahanka opposite of thirumala wine shop,291K
yelahanka old town yelahanka opposite of thirumala wine shop,283A
yelahanka old town yelahanka opposite of thirumala wine shop,283E
yelahanka police station,285JA
yelahanka police station,404C
yelahanka police station,298MC
yelahanka police station,365M
yelahanka police station,289M
yelahanka police station,283
yelahanka police station,298MA
yelahanka police station,285G
yelahanka police station,285MA
yelahanka police station,298M
yelahanka police station,298ME
yelahanka police station,285JE
yelahanka police station,356J
yelahanka police station,285F
yelahanka police station,500AA
yelahanka police station,285E
yelahanka police station,298C
yelahanka police station,284
yelahanka police station,406
yelahanka police station,280K
yelahanka police station,280L
yelahanka police station,281G
yelahanka police station,282F
yelahanka police station,282G
yelahanka police station,284A
yelahanka police station,284D
yelahanka police station,285M
yelahanka police station,285MF
yelahanka police station,298MB
yelahanka police station,402B
yelahanka police station,402C
yelahanka police station,402D
yelahanka police station,402N
yelahanka police station,298MK
yelahanka police station,280
yelahanka police station,282
yelahanka police station,285
yelahanka police station,289
yelahanka police station,297
yelahanka police station,298
yelahanka police station,402
yelahanka police station,280A
yelahanka police station,280E
yelahanka police station,280M
yelahanka police station,282A
yelahanka police station,282B
yelahanka police station,282C
yelahanka police station,285A
yelahanka police station,285B
yelahanka police station,285C
yelahanka police station,285CA
yelahanka police station,285CB
yelahanka police station,285CC
yelahanka police station,285D
yelahanka police station,285H
yelahanka police station,285J
yelahanka police station,285K
yelahanka police station,285L
yelahanka police station,285MG
yelahanka police station,285MK
yelahanka police station,285N
yelahanka police station,285P
yelahanka police station,285R
yelahanka police station,285RA
yelahanka police station,285RB
yelahanka police station,285w
yelahanka police station,285X
yelahanka police station,285Y
yelahanka police station,285Z
yelahanka police station,289B
yelahanka police station,289C
yelahanka police station,289E
yelahanka police station,289K
yelahanka police station,297A
yelahanka police station,297B
yelahanka police station,297F
yelahanka police station,297H
yelahanka police station,298MG
yelahanka police station,299E
yelahanka police station,402A
yelahanka police station,283D
yelahanka police station,283B
yelahanka police station,281
yelahanka police station,282E
yelahanka police station,282H
yelahanka police station,284B
yelahanka police station,285V
yelahanka police station,404E
yelahanka police station,283A
yelahanka police station,283E
yelahanka police station,285JB
yelahanka police station,407
yelahanka police station,401H
yelahanka police station,407B
yelahanka police station,407C
yelahanka police station,404
yelahanka police station,500DA
yelahanka police station,402M
yelahanka police station,404J
yelahanka police station,G-9
yelahanka police station,298Y
yelahanka police station,407D
yelahanka satelite town,365M
yelahanka satelite town,401R
yelahanka satelite town,401RB
yelahanka satelite town,401AC
yelahanka satelite town,356J
yelahanka satelite town,401N
yelahanka satelite town,500AA
yelahanka satelite town,284A
yelahanka satelite town,284D
yelahanka satelite town,402B
yelahanka satelite town,402C
yelahanka satelite town,402D
yelahanka satelite town,402N
yelahanka satelite town,401K
yelahanka satelite town,402
yelahanka satelite town,402A
yelahanka satelite town,401T
yelahanka satelite town,401KA
yelahanka satelite town,284B
yelahanka satelite town,296K
yelahanka satelite town,404E
yelahanka satelite town,401RA
yelahanka satelite town,401AE
yelahanka satelite town,401AB
yelahanka satelite town,401
yelahanka satelite town,407
yelahanka satelite town,401A
yelahanka satelite town,401AG
yelahanka satelite town,401B
yelahanka satelite town,401BA
yelahanka satelite town,401BC
yelahanka satelite town,401E
yelahanka satelite town,401Q
yelahanka satelite town,407B
yelahanka satelite town,407C
yelahanka satelite town,268
yelahanka satelite town,404
yelahanka satelite town,500DA
yelahanka satelite town,402M
yelahanka satelite town,404J
yelahanka satelite town,401BR
yelahanka satelite town,401J
yelahanka satelite town,401JA
yelahanka satelite town,401JC
yelahanka satelite town 4th phase,365M
yelahanka satelite town 4th phase,500AA
yelahanka satelite town 4th phase,296K
yelahanka satelite town 4th phase,500DA
yelahanka satelite town 4th phase,401G
yelahanka satelite town 5th phase,356J
yelahanka satelite town 5th phase,402B
yelahanka satelite town 5th phase,402D
yelahanka satelite town 5th phase,402
yelahanka satelite town 5th phase,404E
yelahanka satelite town 5th phase,401G
yelahanka satelite town 5th phase,401W
yelahanka satelite town 5th phase,402M
yelahanka satelite town 5th phase,404J
yelahanka satelite town 5th phase,G-9
yelahanka satellite town,404C
yelahanka satellite town,G-9
yelahanka satellite town,401Y
yelahanka yelahanka beside raju medicals,280K
yelahanka yelahanka beside raju medicals,280L
yelahanka yelahanka beside raju medicals,281G
yelahanka yelahanka beside raju medicals,282F
yelahanka yelahanka beside raju medicals,282G
yelahanka yelahanka beside raju medicals,298MB
yelahanka yelahanka beside raju medicals,280
yelahanka yelahanka beside raju medicals,282
yelahanka yelahanka beside raju medicals,289
yelahanka yelahanka beside raju medicals,297
yelahanka yelahanka beside raju medicals,298
yelahanka yelahanka beside raju medicals,280A
yelahanka yelahanka beside raju medicals,280E
yelahanka yelahanka beside raju medicals,280M
yelahanka yelahanka beside raju medicals,282A
yelahanka yelahanka beside raju medicals,282B
yelahanka yelahanka beside raju medicals,282C
yelahanka yelahanka beside raju medicals,289B
